node_id	node_name	node_type	compartment_id	role	rule	confidence	plausibility_score	source
21031	IL7/IL7R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21033	IL7RA	Protein	20513	core	R6c	MEDIUM	80	IL-7Rα
21034	IL2RG	Protein	20513	core	R6c	MEDIUM	80	γc subunit lymphoid
21035	IL21/IL21R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21038	IL2RG	Protein	20513	core	R6c	MEDIUM	80	γc subunit lymphoid
21039	MAP3K5	Protein	20513	core	R6c	MEDIUM	75	ASK1
21040	MDM2	Protein	20513	core	R6c	LOW	70	p53 regulator
21041	LAT	Protein	20513	core	R3	HIGH	82	HGNC:18874; Reactome:R-HSA-202433
21042	JAK2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21046	MAP2K4	Protein	20513	core	R6c	MEDIUM	75	MKK4 JNK
21047	STAT1/STAT2/IRF9	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21048	STAT1	Protein	20513	core	R6c	MEDIUM	80	Reactome:R-HSA-877300; KEGG:hsa04630; ubiquitous JAK-STAT
21049	STAT2	Protein	20513	core	R6c	MEDIUM	78	Reactome:R-HSA-909733; ubiquitous
21050	IRF9	Protein	20513	core	R6c	MEDIUM	75	Reactome:R-HSA-877300; STAT1/2/IRF9 complex
21051	MAPK8,9,10	Protein	20513	core	R6c	MEDIUM	75	JNK1/2/3
21052	SRC	Protein	20513	core	R6c	LOW	72	Tyrosine kinase ubiquitous
21053	IRF3	Protein	20513	core	R6c	MEDIUM	75	Reactome:R-HSA-3134963; ubiquitous innate
21054	RSAD2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21055	PTPN6	Protein	20513	core	R6c	MEDIUM	80	SHP-1 hematopoietic PMID:7479798
21056	CX3CR1	Protein	20513	core	R6c	MEDIUM	78	PMID:9038108 patrolling Mφ
21057	IFIT3	Protein	20513	core	R6c	MEDIUM	75	ISG; PMID:28604219
21062	HLA-DQA1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21063	TP53	Protein	20513	core	R6c	LOW	70	Ubiquitous tumor suppressor
21064	DAXX	Protein	20513	core	R6c	LOW	70	Death-associated
21065	FCGR1BP	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21066	STAT1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21067	TNFRSF10A,B	Protein	20513	core	R6c	LOW	72	TRAIL-R1/2
21072	OAS1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21073	IP6K2	Protein	20513	core	R6c	LOW	65	IP6 kinase
21077	MYD88	Protein	20513	core	R6c	MEDIUM	75	Universal TLR/IL-1R adaptor; Reactome:R-HSA-166058
21079	IFITM3	Protein	20513	core	R6c	MEDIUM	75	ISG; PMID:23354158
21080	ISG15	Protein	20513	core	R6c	MEDIUM	75	Reactome:R-HSA-1169408 ISGylation
21082	UBA7	Protein	20513	core	R6c	LOW	70	UBE1L ISGylation E1; PMID:16275642
21083	STAT1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21084	IFNA/IFNAR	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21085	IFNAR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015 PMID:25613900; Reactome:R-HSA-909733; ubiquitous
21086	IFNAR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-909733
21091	TRIM34	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21094	IRF1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21095	GRB2	Protein	20513	core	R6c	LOW	72	Adaptor ubiquitous
21106	CMTM6	Protein	20513	core	R6c	LOW	70	PD-L1 stabilizer PMID:28813417
21109	IL1R	Complex	20513	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21111	IL1RA	Protein	20513	core	R6c	LOW	70	IL-1Ra antagonist
21118	UBE2L6	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21119	CCL5/CCR5	Complex	20513	core	R6c	MEDIUM	78	RANTES
21121	CCR5	Protein	20513	core	R6c	MEDIUM	80	Th1/Mφ PMID:9038108
21122	TNFRSF25	Protein	20513	core	R6c	MEDIUM	78	DR3; PMID:18500207 T cell
21123	VCAM/ITGA4/ITGB1	Complex	20513	core	R6c	MEDIUM	75	VLA-4/VCAM lymphocyte trafficking
21124	ITGA4	Protein	20513	core	R6c	MEDIUM	78	VLA-4 leukocyte
21125	ITGB1	Protein	20513	core	R6c	LOW	72	β1 integrin ubiquitous
21127	IL2/IL2R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21129	IL2RB	Protein	20513	core	R6c	MEDIUM	78	CD122; PMID:9590175
21131	MAP3K5	Protein	20513	core	R6c	MEDIUM	75	ASK1
21133	MAPK11,12,13,14	Protein	20513	core	R6c	MEDIUM	75	p38 MAPK
21134	SMAD2/SMAD3	Complex	20513	core	R6c	LOW	72	R-Smads
21135	SMAD2	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21136	SMAD3	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21139	STAT2	Protein	20513	core	R6c	MEDIUM	78	Reactome:R-HSA-909733; ubiquitous
21141	OAS2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21142	TRIM6	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21143	MAP2K6	Protein	20513	core	R6c	MEDIUM	75	MKK6 p38
21144	STAT3	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21145	TNF/TNFR1	Complex	20513	core	R6c	MEDIUM	75	TNFR1 complex
21146	TNFRSF1A	Protein	20513	core	R6c	MEDIUM	75	TNFR1 ubiquitous; HPA Uhlén 2015
21148	SHC1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21149	MAPK11,12,13,14	Protein	20513	core	R6c	MEDIUM	75	p38 MAPK
21152	ETS1	Protein	20513	core	R6c	MEDIUM	75	Lymphoid/myeloid TF; PMID:9252188
21153	TRADD	Protein	20513	core	R6c	LOW	72	TNFR1 adaptor
21156	MT2A	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21159	RELA	Protein	20513	core	R6c	MEDIUM	78	p65 ubiquitous
21160	NFKB1	Protein	20513	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21167	ADAR	Protein	20513	core	R6c	MEDIUM	75	PMID:30401873 ISG; Reactome:R-HSA-9013973
21168	TGFBR1	Protein	20513	core	R6c	MEDIUM	75	Ubiquitous
21169	IRAK4/IRAK1,2/IRAKM	Complex	20513	core	R6c	LOW	72	Myddosome; Reactome:R-HSA-975144
21170	IRAK4	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-9020702; PMID:12055258
21172	IRAK1,2	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-9020702 IL-1/TLR signal
21174	CCR5	Protein	20513	core	R6c	MEDIUM	80	Th1/Mφ PMID:9038108
21175	LCK/ZAP70	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21176	LCK	Protein	20513	core	R3	HIGH	82	HGNC:6524; Reactome:R-HSA-202403 TCR signaling
21177	ZAP70	Protein	20513	core	R3	HIGH	82	HGNC:12858; Reactome:R-HSA-202427
21178	TP53	Protein	20513	core	R6c	LOW	70	Ubiquitous tumor suppressor
21183	IFIH1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21184	SHISA5	Protein	20513	core	R6c	LOW	65	Apoptosis regulator
21186	TANK	Protein	20513	core	R6c	LOW	70	TBK1 partner
21187	TRAF3	Protein	20513	core	R6c	LOW	72	TNFR/TLR adaptor
21188	HLA-DRB4	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21191	MAP2K1	Protein	20513	core	R6c	MEDIUM	75	MEK1 RAS-RAF-MEK-ERK
21192	IL15R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21194	IL15RA	Protein	20513	core	R6c	MEDIUM	75	IL-15Rα
21195	IL2RG	Protein	20513	core	R6c	MEDIUM	80	γc subunit lymphoid
21196	IL2RB	Protein	20513	core	R6c	MEDIUM	78	CD122; PMID:9590175
21197	RIPK1	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-2562578
21201	CASP3	Protein	20513	core	R6c	MEDIUM	75	Executioner caspase
21202	DUSP6	Protein	20513	core	R6c	LOW	70	MAPK phosphatase
21203	GBP4	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21204	CISH	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21206	IFNG/IFNGR	Complex	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21207	IFNGR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-877312
21208	IFNGR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-877312
21210	CASP8	Protein	20513	core	R6c	MEDIUM	75	Initiator caspase extrinsic
21211	SMAD2/SMAD3/SMAD4	Complex	20513	core	R6c	LOW	72	Smad complex
21212	SMAD4	Protein	20513	core	R6c	LOW	72	TGF-β/BMP downstream
21213	SMAD2	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21214	SMAD3	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21218	MAX	Protein	20513	core	R6c	LOW	70	Myc partner
21219	TRADD	Protein	20513	core	R6c	LOW	72	TNFR1 adaptor
21220	IFNB/IFNAR	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21221	IFNAR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015 PMID:25613900; Reactome:R-HSA-909733; ubiquitous
21222	IFNAR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-909733
21224	CFLAR	Protein	20513	core	R6c	LOW	70	cFLIP anti-apoptotic
21225	STAT3	Protein	20513	core	R6c	MEDIUM	78	KEGG:hsa04630; ubiquitous IL-6/IL-10
21226	CHUK/CHUK	Complex	20513	core	R6c	MEDIUM	75	IKKα homodimer
21227	CHUK	Protein	20513	core	R6c	MEDIUM	75	IKKα; KEGG:hsa04064
21228	CHUK	Protein	20513	core	R6c	MEDIUM	75	IKKα; KEGG:hsa04064
21233	TP53	Protein	21231	core	R6c	LOW	70	Ubiquitous tumor suppressor
21235	IFI6	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219 SjD signature
21236	SOCS2	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21237	IL1B	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21238	GBP5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21240	STAT1 homodimer	Protein	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21242	GLUT1	Gene	21231	core	R6c	LOW	70	SLC2A1 ubiquitous
21245	ISG15	RNA	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-1169408 ISGylation
21247	HLA-B	Gene	21231	core	R6c	MEDIUM	78	MHC-I
21248	TRIM5	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21250	IRF5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21252	TRIM14	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21253	IFNG	Gene	21231	core	R6c	MEDIUM	82	PMID:11163255 Szabo TBX21; ImmGen Th1 signature
21256	ARF1	Gene	21231	core	R6c	LOW	70	Trafficking ubiquitous
21258	GBP4	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21259	HLA-C	Gene	21231	core	R6c	MEDIUM	78	MHC-I
21260	HLA-DQA2	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21261	RPLP0	RNA	21231	core	R6c	LOW	70	Ribosomal P0
21262	CXCL10	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21264	IFI6	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219 SjD signature
21268	SP100	Protein	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21270	GBP2	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21273	RELA	Protein	21231	core	R6c	MEDIUM	78	p65 ubiquitous
21274	NFKB1	Protein	21231	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21277	CCL4	Gene	21231	core	R6c	MEDIUM	78	MIP-1β
21279	TNFRSF10A	RNA	21231	core	R6c	LOW	72	TRAIL-R1; HPA
21280	SOCS3	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21281	TRIM34	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21282	IFIT5	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21283	TRIM25	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21284	VCAM1	RNA	21231	core	R5	LOW	49	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21285	IFI35	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21286	RPLP0	Gene	21231	core	R6c	LOW	70	Ribosomal P0
21287	BCL2L1	Gene	21231	core	R6c	MEDIUM	75	Bcl-xL anti-apoptotic
21288	IFIT1	Gene	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21289	IL17A	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21292	RRM2	Gene	21231	core	R6c	LOW	65	Ribonucleotide reductase
21295	OASL	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21296	PML	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21297	XAF1	Gene	21231	core	R6c	LOW	70	ISG; pro-apoptotic
21298	MT2A	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21299	GBP1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21300	RIPK1	RNA	21231	core	R6c	LOW	72	Reactome:R-HSA-2562578
21301	GLUT1	RNA	21231	core	R6c	LOW	70	SLC2A1 ubiquitous
21303	IFI30	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21305	IFI30	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21307	IFI27	RNA	21231	core	R6c	MEDIUM	75	ISG; Mavragani 2017 PMID:28604219 SjD signature
21312	HLA-DQA2	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21313	BST2	Gene	21231	core	R6c	MEDIUM	75	Tetherin ISG; PMID:18342598
21314	PTPN2	Protein	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21315	MT2A	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21316	IRF5	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21317	IRF9	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21319	BCL2A1	Gene	21231	core	R6c	MEDIUM	75	Lymphoid/myeloid HPA
21320	CDKN1A	RNA	21231	core	R6c	LOW	70	p21 ubiquitous
21321	NCAM1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21322	NFKB1	Gene	21231	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21323	TRIM22	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21324	RRM2	RNA	21231	core	R6c	LOW	65	Ribonucleotide reductase
21325	TRIM14	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21326	HLA-DRB4	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21327	HLA-DRA	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21330	FOS	Protein	21231	core	R6c	LOW	72	AP-1
21331	SOCS3	Gene	21231	core	R6c	MEDIUM	75	JAK-STAT inhibitor
21332	SMAD2/SMAD3/SMAD4	Complex	21231	core	R6c	LOW	72	Smad complex
21333	SMAD4	Protein	21231	core	R6c	LOW	72	TGF-β/BMP downstream
21334	SMAD2	Protein	21231	core	R6c	LOW	72	TGF-β downstream
21335	SMAD3	Protein	21231	core	R6c	LOW	72	TGF-β downstream
21336	ISG15	Gene	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-1169408 ISGylation
21339	NCAM1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21340	IKBIP	Gene	21231	core	R6c	LOW	70	IKK interactor
21342	IFITM2	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21343	FAS	Gene	21231	core	R6c	MEDIUM	75	Fas ubiquitous; Reactome:R-HSA-75157
21345	GBP6	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21347	OAS1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21348	TRIM6	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21350	CDKN1A	Gene	21231	core	R6c	LOW	70	p21 ubiquitous
21353	TRIM5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21354	ETS1	Protein	21231	core	R6c	MEDIUM	75	Lymphoid/myeloid TF; PMID:9252188
21355	MDM2	Gene	21231	core	R6c	LOW	70	p53 regulator
21357	BCL2	Gene	21231	core	R6c	MEDIUM	75	Anti-apoptotic; KEGG:hsa04210
21359	GBP3	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21360	GBP3	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21361	MX2	RNA	21231	core	R6c	MEDIUM	75	ISG GTPase
21362	GBP6	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21363	SESN1	RNA	21231	core	R6c	LOW	65	Sestrin stress
21366	STAT4 homodimer	Protein	21231	core	R6c	MEDIUM	82	PMID:8702611 Th1; HPA T cell
21370	IRF3	Protein	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-3134963; ubiquitous innate
21371	TRIM22	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21372	PML	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21373	CCL5	Gene	21231	core	R6c	MEDIUM	78	RANTES
21374	CD82	RNA	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21376	HLA-A	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21377	FAS	RNA	21231	core	R6c	MEDIUM	75	Fas ubiquitous; Reactome:R-HSA-75157
21378	NFKBIA	Gene	21231	core	R6c	MEDIUM	75	IκBα ubiquitous
21379	GBP5	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21381	OASL	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21383	IFIT3	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21384	HLA-B	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21385	IRF9	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21386	LMNB1	Gene	21231	core	R6c	LOW	70	Lamin B1 housekeeping
21387	LMNB1	RNA	21231	core	R6c	LOW	70	Lamin B1 housekeeping
21388	IFIT3	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21389	HLA-H	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21390	GBP2	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21391	BST2	RNA	21231	core	R6c	MEDIUM	75	Tetherin ISG; PMID:18342598
21395	RSAD2	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21397	MX1	RNA	21231	core	R6c	MEDIUM	75	ISG GTPase antiviral; PMID:28604219
21401	IFI35	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21402	OAS1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21404	ARF1	RNA	21231	core	R6c	LOW	70	Trafficking ubiquitous
21405	RSAD2	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21406	CFLAR	Gene	21231	core	R6c	LOW	70	cFLIP anti-apoptotic
21408	SESN1	Gene	21231	core	R6c	LOW	65	Sestrin stress
21409	RIPK1	Gene	21231	core	R6c	LOW	72	Reactome:R-HSA-2562578
21411	HLA-DRA	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21412	OAS3	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21413	HLA-G	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21414	HLA-DQA1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21415	MDM2	RNA	21231	core	R6c	LOW	70	p53 regulator
21416	AP1	Complex	21231	core	R6c	LOW	70	AP-1 TF
21417	JUN	Protein	21231	core	R6c	LOW	72	AP-1
21418	FOS	Protein	21231	core	R6c	LOW	72	AP-1
21420	IP6K2	RNA	21231	core	R6c	LOW	65	IP6 kinase
21422	TRIM25	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21424	IFIT5	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21425	CD82	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21426	TOX	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21427	CISH	Gene	21231	core	R6c	LOW	72	CIS JAK-STAT inhibitor
21428	IL2	Gene	21231	core	R6c	MEDIUM	80	PMID:6431080 activated T cells
21429	IFITM1	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21431	NFKB2	Gene	21231	core	R6c	MEDIUM	78	p52; non-canonical NF-kB
21432	OAS2	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21433	SP100	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21434	IFIT2	RNA	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21436	IP6K2	Gene	21231	core	R6c	LOW	65	IP6 kinase
21437	OAS2	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21438	IFITM2	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21439	SHISA5	RNA	21231	core	R6c	LOW	65	Apoptosis regulator
21440	XAF1	RNA	21231	core	R6c	LOW	70	ISG; pro-apoptotic
21441	TRIM6	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21442	TNF	Gene	21231	core	R6c	MEDIUM	82	Mantovani 2004 PMID:15530839 M1; ImmGen Th1
21444	ADAR	Gene	21231	core	R6c	MEDIUM	75	PMID:30401873 ISG; Reactome:R-HSA-9013973
21447	ISG20	Gene	21231	core	R6c	MEDIUM	75	ISG, antiviral exonuclease PMID:23394386
21448	HLA-DQA1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21449	FCGR1BP	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21453	TNFRSF10A	Gene	21231	core	R6c	LOW	72	TRAIL-R1; HPA
21454	EIF2AK2	RNA	21231	core	R6c	MEDIUM	75	PKR antiviral, Reactome:R-HSA-1834941
21455	SOCS2	Gene	21231	core	R6c	LOW	70	JAK-STAT inhibitor
21456	IFIT1	RNA	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21457	SOCS1	RNA	21231	core	R6c	MEDIUM	75	JAK-STAT inhibitor PMID:9590175
21458	FCGR1BP	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21460	IFI27	Gene	21231	core	R6c	MEDIUM	75	ISG; Mavragani 2017 PMID:28604219 SjD signature
